destination,rank,activity_name,category,affinity_score
"Jeju City, Jeju, South Korea",18,"Discover Chiang Rai Temples: White Temple, Blue Temple and Red Temple - Small Group Tour",Outdoor Activities,0.9049
"Jeju City, Jeju, South Korea",19,"7-Day Private Tour to Guilin,Longji Terraces,Sanjiang,Yangshuo and Chongqing",Tour And Sight Seeing,0.9048
"Jeju City, Jeju, South Korea",20,7-Days tour from Kunming to Lijiang and overnight in Yuanyang Rice Terraces,Tour And Sight Seeing,0.9047
"Jimbaran, Bali, Indonesia",1,Jakarta Scooter Lessons and Motorcycle Lessons,Outdoor Activities,0.9538
"Jimbaran, Bali, Indonesia",2,Jakarta City Tour Motorbike,Outdoor Activities,0.9532
"Jimbaran, Bali, Indonesia",3,Kawah Putih tour - Day trip Ticket etc all including,Outdoor Activities,0.9531
"Jimbaran, Bali, Indonesia",4,1 Day Motorcycle Adventure Tour West Java,Outdoor Activities,0.9529
"Jimbaran, Bali, Indonesia",5,Kawah Putih Tour From Bandung City,Outdoor Activities,0.9529
"Jimbaran, Bali, Indonesia",6,Batukaras Countryside & Canyon Tour,Outdoor Activities,0.9527
"Jimbaran, Bali, Indonesia",7,Jakarta: Sentul Pine Forest and Waterfall Trekking Tour,Outdoor Activities,0.9524
"Jimbaran, Bali, Indonesia",8,Yogyakarta Hiking Nglanggeran with English / Dutch / Italian / French Guide,Outdoor Activities,0.9523
"Jimbaran, Bali, Indonesia",9,Authentic Andong Tour,Outdoor Activities,0.952
"Jimbaran, Bali, Indonesia",10,Private Full Day Jomblang and Pindul Caves Oyyo River Tubing Tour,Outdoor Activities,0.9519
"Jimbaran, Bali, Indonesia",11,Kulon Progo Waterfall Yogyakarta with English / Dutch / Italian / French Guide,Outdoor Activities,0.9519
"Jimbaran, Bali, Indonesia",12,Cabaret Cave Yoga & Hike,Outdoor Activities,0.9515
"Jimbaran, Bali, Indonesia",13,Private Snorkeling and Island Hopping Tour in Karimunjawa,Outdoor Activities,0.9515
"Jimbaran, Bali, Indonesia",14,Yogyakarta Nglambor Beach Snorkeling Tour with Private Transport,Outdoor Activities,0.9514
"Jimbaran, Bali, Indonesia",15,Perth's Outback Splash: General Entry Ticket,Outdoor Activities,0.9514
"Jimbaran, Bali, Indonesia",16,Yogyakarta Culinary & Walking Tour with English / Dutch / Italian / French Guide,Outdoor Activities,0.9513
"Jimbaran, Bali, Indonesia",17,"Jomblang Cave, Pindul Cave and Oyo River Tour",Outdoor Activities,0.9512
"Jimbaran, Bali, Indonesia",18,Prambanan Yogyakarta Cycling Tour with English / Dutch / Italian / French Guide,Outdoor Activities,0.9512
"Jimbaran, Bali, Indonesia",19,Private Scooter Tour - Borobudur temple & Prambanan temple,Outdoor Activities,0.951
"Jimbaran, Bali, Indonesia",20,Adventure Java River Rafting - Admission Ticket,Outdoor Activities,0.9506
"Las Vegas, Nevada, United States of America",1,Page: Lower Antelope Canyon Prime Time Entry with Navajo Guide,__unk__,0.9947
"Las Vegas, Nevada, United States of America",2,Native American Show Ticket,__unk__,0.9947
"Las Vegas, Nevada, United States of America",3,East Zion East Rim Jeep Tour,__unk__,0.9945
"Las Vegas, Nevada, United States of America",4,Lower Antelope Canyon General Guided Tour,__unk__,0.9945
"Las Vegas, Nevada, United States of America",5,Upper Antelope Canyon All Hiking Tour,__unk__,0.9945
"Las Vegas, Nevada, United States of America",6,PAGE: Antelope Canyon Tour Tickets with Local Navajo Guide,__unk__,0.9943
"Las Vegas, Nevada, United States of America",7,Page Sunset UTV Tour Near Horseshoe Bend,__unk__,0.9942
"Las Vegas, Nevada, United States of America",8,Page Lower Antelope Canyon UTV Ride,__unk__,0.9942
"Las Vegas, Nevada, United States of America",9,Page Ride Along UTV Tour with Views of Lake Powell,__unk__,0.9942
"Las Vegas, Nevada, United States of America",10,Upper Antelope Canyon Ticket,__unk__,0.9942
"Las Vegas, Nevada, United States of America",11,Colorado River Overlook UTV Adventure,__unk__,0.9941
"Las Vegas, Nevada, United States of America",12,Enjoy The Sunset,__unk__,0.9941
"Las Vegas, Nevada, United States of America",13,Campfire S'mores and Stars Tour in Kanab,__unk__,0.9941
"Las Vegas, Nevada, United States of America",14,1-Hour Page Horseshoe Bend Trail Ride,__unk__,0.994
"Las Vegas, Nevada, United States of America",15,Via Ferrata Tour,__unk__,0.9937
"Las Vegas, Nevada, United States of America",16,Zion Sunset Jeep Tour,__unk__,0.9937
"Las Vegas, Nevada, United States of America",17,Coral Pink Sand Dunes UTV and Big Foots Hideout Slot Canyon,__unk__,0.9936
"Las Vegas, Nevada, United States of America",18,"Kayak Antelope Canyon and hike, at Lake Powell",__unk__,0.9936
"Las Vegas, Nevada, United States of America",19,Harry Potter's Zion Ghost Tour,__unk__,0.9936
"Las Vegas, Nevada, United States of America",20,Guided Hike through Great Chamber/Cutler Point (Small Group),__unk__,0.9935
"Tbilisi, Georgia",1,7 Days Grand Georgian Winter Tour From Kutaisi,Tour And Sight Seeing,0.9246
"Tbilisi, Georgia",2,"Trip to Martvili Canyon, Prometheus Cave and Kinchkha Waterfall from Kutaisi",Tour And Sight Seeing,0.9246
"Tbilisi, Georgia",3,"Day trip to Kutaisi-Prometheus cave,Martvili Canyon from Tbilisi",Tour And Sight Seeing,0.9242
"Tbilisi, Georgia",4,Private 7-Day Tours & Transfers from Tbilisi to Top Georgia Spots,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",5,Guided Tour in Georgia,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",6,Sunday Group Tour to Kazbegi from Tbilisi (Budget-Friendly),Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",7,"Kutaisi , Prometheus and Sataplia Full Day Private Tour",Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",8,One day Tour to Kazbegi. Let's make it the most mountainous experience Guys !,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",9,Kakheti-Wine Region Full-Day Superior Private Guided Tour & Organic Wine Tasting,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",10,1-Day Trip to David Gareja Monastery with Rainbow Hills & Sighnaghi from Tbilisi,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",11,Full-Day Snowshoeing Tour to Kazbegi from Tbilisi,Tour And Sight Seeing,0.9238
"Tbilisi, Georgia",12,"Private full day trip to Borjomi, hot springs, Uplistsikhe cave town and Gori",Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",13,Full-Day Organic Wine Tour with Lunch from Tbilisi via Wine Route Kakheti,Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",14,"Caves and Dinosaurs private day trip - Kutaisi, Prometheus and Sataplia",Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",15,"Jvari Monastery, Ananuri, Gudauri, Kazbegi Group & Private Tour",Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",16,Private tour from KUTAISI To magnificant Kazbeki and Gudauri,Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",17,Private Wine Trip with Wine-tastings and Included Lunch on a farm in Kakheti,Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",18,"Palaces, Churches,Castles -Experiencing breath-taking views and nature of Kartli",Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",19,"Mtskheta, Gori and Uplistsikhe Full-Day Private Tour from Tbilisi",Tour And Sight Seeing,0.9237
"Tbilisi, Georgia",20,Organic wine tasting tour of Kakheti with lunch at a winery,Tour And Sight Seeing,0.9237
"Toledo, Castilla - La Mancha, Spain",1,Finisterre and Muxia Tour Express from Santiago,Cruises & Sailing,0.9427
"Toledo, Castilla - La Mancha, Spain",2,"""2 Bahias"" and Basque gastronomy experience on board.",Cruises & Sailing,0.9417
"Toledo, Castilla - La Mancha, Spain",3,Private Tour Northern Spain France and Portugal,Cruises & Sailing,0.9412
"Toledo, Castilla - La Mancha, Spain",4,Luxury Private Airport Transfer to Barcelona City,Cruises & Sailing,0.941
"Toledo, Castilla - La Mancha, Spain",5,"Marian Route: Lourdes, Montserrat & Meritxell",Cruises & Sailing,0.9405
"Toledo, Castilla - La Mancha, Spain",6,Barcelona Private Transfer from City Centre to Cruise Terminal,Cruises & Sailing,0.9398
"Toledo, Castilla - La Mancha, Spain",7,Entre Capitales - Private route between Porto and Lisbon,Cruises & Sailing,0.9382
"Toledo, Castilla - La Mancha, Spain",8,Private Tour 8 Days The Medieval Villages of Tuscany in Italy,Cruises & Sailing,0.9377
"Toledo, Castilla - La Mancha, Spain",9,Discovering Ciociaria: the Italian origins,Cruises & Sailing,0.9376
"Toledo, Castilla - La Mancha, Spain",10,Spain and Morocco Islamic Heritage Tour,Cruises & Sailing,0.9373
"Toledo, Castilla - La Mancha, Spain",11,Sunset and Overnight stay – Sorrento,Cruises & Sailing,0.9372
"Toledo, Castilla - La Mancha, Spain",12,Jet Ski in Cala D'or,Cruises & Sailing,0.9367
"Toledo, Castilla - La Mancha, Spain",13,Private Flyboard Calvia Activity in Mallorca,Cruises & Sailing,0.9367
"Toledo, Castilla - La Mancha, Spain",14,"2 days to discover Monaco, Monte Carlo, and Medieval Villages",Cruises & Sailing,0.9364
"Toledo, Castilla - La Mancha, Spain",15,Private Shore Excursion from Civitavecchia port,Cruises & Sailing,0.9364
"Toledo, Castilla - La Mancha, Spain",16,2 Days Tour Visit Winery in Positano With Pick Up,Cruises & Sailing,0.9362
"Toledo, Castilla - La Mancha, Spain",17,luxury full day private excursion around Amalfi Coast with MY ITAMA 38 ft 12 mt,Cruises & Sailing,0.9362
"Toledo, Castilla - La Mancha, Spain",18,"Full day excursion around Amalfi Coast by My Tornado classic 38, 12 Meters",Cruises & Sailing,0.9361
"Toledo, Castilla - La Mancha, Spain",19,Full day luxury trip around Amalfi Coast,Cruises & Sailing,0.936
"Toledo, Castilla - La Mancha, Spain",20,"3 - Day All-Inclusive Sailing Adventure: Capri, Positano & Amalfi",Cruises & Sailing,0.9359
"George Town, Penang, Malaysia",1,Cultural Stay in Kathmandu and experience dinner with family,Tour And Sight Seeing,0.8991
"George Town, Penang, Malaysia",2,India Data E-Sim,__unk__,0.8987
"George Town, Penang, Malaysia",3,Pokhara Sightseeing Full day,Tour And Sight Seeing,0.8987
"George Town, Penang, Malaysia",4,Trekking Guide in Kathmandu,Tour And Sight Seeing,0.8971
"George Town, Penang, Malaysia",5,Small-Group Yoga Class in Belgrade,Indoor Activities,0.8969
"George Town, Penang, Malaysia",6,"Fashion Experience, Shopping and Armocromía Workshop in Alicante",Shopping,0.8959
"George Town, Penang, Malaysia",7,Sofia Fitness Pass,Indoor Activities,0.8957
"George Town, Penang, Malaysia",8,Full-Day Shopping in Rome with Hotel Pick Up,Shopping,0.8954
"George Town, Penang, Malaysia",9,Nepal Data eSIM : 0.5GB daily to 50GB 30 Days(Instant Delivery),__unk__,0.8941
"George Town, Penang, Malaysia",10,Chakra Balancing - Affirmations - ThetaHealing Session,Indoor Activities,0.894
"George Town, Penang, Malaysia",11,"Self Audio-Guided Tour of Colosseum, Roman Forum & Palatine Hill",Shopping,0.8939
"George Town, Penang, Malaysia",12,Yoga class,Indoor Activities,0.8938
"George Town, Penang, Malaysia",13,Italian Cooking Class with Farmer's Market Shopping Shared Group,Shopping,0.8937
"George Town, Penang, Malaysia",14,Rome Combo: Colosseum & Forum with Rome Must-See Walking Tour,Shopping,0.8934
"George Town, Penang, Malaysia",15,SUP Yoga in Pula: Flow on Water,Indoor Activities,0.8934
"George Town, Penang, Malaysia",16,1 Hour Private Yoga Lesson on Lake Como,Indoor Activities,0.8926
"George Town, Penang, Malaysia",17,Capri at your Leisure from Rome One Day Trip,Shopping,0.892
"George Town, Penang, Malaysia",18,India eSIM (1 to 30 days. Up to 45GB of data),__unk__,0.892
"George Town, Penang, Malaysia",19,Yoga in the castle - Castiglione della pescaia,Indoor Activities,0.8915
"George Town, Penang, Malaysia",20,Rome Luxury Shopping Tour Private Golf Cart Experience,Shopping,0.8912
"Boston, Massachusetts, United States of America",1,"July 4th Independence Day NYC Bus Trip from Granby, MA",Tour And Sight Seeing,0.9601
"Boston, Massachusetts, United States of America",2,Excursion to Boston from New York,Tour And Sight Seeing,0.9585
"Boston, Massachusetts, United States of America",3,Escape to the Nation’s Capital: Washington D.C. Day Trip from NYC,Tour And Sight Seeing,0.9585
"Boston, Massachusetts, United States of America",4,"Niagara Falls with Outlet Shopping, 2-Day Tour from NYC",Tour And Sight Seeing,0.9582
"Boston, Massachusetts, United States of America",5,NYC:Statue of Liberty Ellis Island+Roundtrip Ferry 8:30 1st Tour,Tour And Sight Seeing,0.9582
"Boston, Massachusetts, United States of America",6,1-Day Tour to Philadelphia and Amish Community,Tour And Sight Seeing,0.9581
"Boston, Massachusetts, United States of America",7,pedicab tour central park 45 minutes,Tour And Sight Seeing,0.958
"Boston, Massachusetts, United States of America",8,Niagara Falls 1-Day Tour from NY,Tour And Sight Seeing,0.9579
"Boston, Massachusetts, United States of America",9,Boston Tour from New York,Tour And Sight Seeing,0.9578
"Boston, Massachusetts, United States of America",10,DC to NYC via Philadelphia Intercity Sightseeing Tour,Tour And Sight Seeing,0.9577
"Boston, Massachusetts, United States of America",11,Excursion to Philadelphia and Amish Community from NY,Tour And Sight Seeing,0.9575
"Boston, Massachusetts, United States of America",12,NYC to Philadelphia and Princeton University,Tour And Sight Seeing,0.9574
"Boston, Massachusetts, United States of America",13,Philadelphia and Princeton University Tour from NYC & New Jersey,Tour And Sight Seeing,0.9574
"Boston, Massachusetts, United States of America",14,Niagara Falls One Day Tour from New York City,Tour And Sight Seeing,0.9573
"Boston, Massachusetts, United States of America",15,Philadelphia and Princeton University - Tour from NYC,Tour And Sight Seeing,0.9572
"Boston, Massachusetts, United States of America",16,Washington VIP Tour,Tour And Sight Seeing,0.9572
"Boston, Massachusetts, United States of America",17,Niagara Falls Private Day Tour from New York City,Tour And Sight Seeing,0.9571
"Boston, Massachusetts, United States of America",18,New York City Tour to Niagara Falls 1 Day,Tour And Sight Seeing,0.957
"Boston, Massachusetts, United States of America",19,Luxury Sprinter Bar Crawls Pizza Tours and Shopping Trips,Tour And Sight Seeing,0.9569
"Boston, Massachusetts, United States of America",20,Niagara Falls One Day Tour from NY,Tour And Sight Seeing,0.9569
"Puerto Princesa, Mimaropa, Philippines",1,Car Rental with Private Driver,__unk__,0.9127
"Puerto Princesa, Mimaropa, Philippines",2,Private Transfer from Bole Airport Addis Ababa (ADD) to Addis Ababa,__unk__,0.9117
"Puerto Princesa, Mimaropa, Philippines",3,"Bird watching tours , cultural and historical tours of Ghana.",Cruises & Sailing,0.9097
"Puerto Princesa, Mimaropa, Philippines",4,3 Days Eco Tour of Volta Region,Cruises & Sailing,0.9094
"Puerto Princesa, Mimaropa, Philippines",5,Fuerteventura Jet Ski Tour,Outdoor Activities,0.9087
"Puerto Princesa, Mimaropa, Philippines",6,2-Day Private Tour to the Mount Afadjato and Wli Waterfalls,Cruises & Sailing,0.9085
"Puerto Princesa, Mimaropa, Philippines",7,Volcano Hike and Meeting with Squirrels on Quad Bike,Outdoor Activities,0.9079
"Puerto Princesa, Mimaropa, Philippines",8,Private family photoshoot - Corralejo Fuerteventura,Classes & Workshops,0.9078
"Puerto Princesa, Mimaropa, Philippines",9,Snorkel Experience in Caleta de Fuste,Outdoor Activities,0.9075
"Puerto Princesa, Mimaropa, Philippines",10,Private Guided Surfing Experience for Kids in El Médano,Outdoor Activities,0.9074
"Puerto Princesa, Mimaropa, Philippines",11,Overnight In Hell's Gate And Lake Nakuru National Park Tour From Nairobi,Wedding,0.9073
"Puerto Princesa, Mimaropa, Philippines",12,Essence of Ghana 7 Days of Culture and Connection,Cruises & Sailing,0.9073
"Puerto Princesa, Mimaropa, Philippines",13,Ghana Multi Day Private Tour in August & Chale Wote Festival,Cruises & Sailing,0.9072
"Puerto Princesa, Mimaropa, Philippines",14,Ghana 9-Day Private Tour in December,Cruises & Sailing,0.9072
"Puerto Princesa, Mimaropa, Philippines",15,Scuba Diving Baptism in Caleta de Fuste,Outdoor Activities,0.907
"Puerto Princesa, Mimaropa, Philippines",16,Trails of the transatlantic slave trade in Ghana,Cruises & Sailing,0.9069
"Puerto Princesa, Mimaropa, Philippines",17,3-Day Masai Mara Budget Safari-Group Joining Tour,Wedding,0.9069
"Puerto Princesa, Mimaropa, Philippines",18,Wingfoil Taster in beautiful Costa Calma,Outdoor Activities,0.9069
"Puerto Princesa, Mimaropa, Philippines",19,2 hours of water sports with a jet ski in Corralejo,Outdoor Activities,0.9068
"Puerto Princesa, Mimaropa, Philippines",20,Zanzibar 2 Days 1 Night Beach Explore,Wedding,0.9067
"Manaus, Amazonas, Brazil",1,Aurora Experience,After Dark,0.9579
"Manaus, Amazonas, Brazil",2,Amazing Aurora Chasing Experience.,After Dark,0.9577
"Manaus, Amazonas, Brazil",3,Mountaintop 360° Best Alaskan Cabin with Photography @Aurora Camp,After Dark,0.9574
"Manaus, Amazonas, Brazil",4,Northern Lights Viewing at Murphy Dome,After Dark,0.9573
"Manaus, Amazonas, Brazil",5,Northern Lights Murphy Dome Viewing in Fairbanks,After Dark,0.9572
"Manaus, Amazonas, Brazil",6,"Aurora Viewing - Aurora Husky Lodge , Great view from top of the ridge",After Dark,0.9572
"Manaus, Amazonas, Brazil",7,Aurora Sphere,After Dark,0.9572
"Manaus, Amazonas, Brazil",8,Small Group Aurora Chasing Tour,After Dark,0.9572
"Manaus, Amazonas, Brazil",9,Northern Lights Lodge Viewing in Fairbanks,After Dark,0.9571
"Manaus, Amazonas, Brazil",10,Aurora Viewing Lodge,After Dark,0.957
"Manaus, Amazonas, Brazil",11,Cleary Summit Aurora Glass House Luxury Northern Lights Tour,After Dark,0.957
"Manaus, Amazonas, Brazil",12,Luxury Motorhome Aurora Chasing Tour Small Group and Private,After Dark,0.957
"Manaus, Amazonas, Brazil",13,Northern Lights Photography Tour in Fairbanks,After Dark,0.9569
"Manaus, Amazonas, Brazil",14,Fairbanks Northern Lights Adventure with free Aurora portraits,After Dark,0.9568
"Manaus, Amazonas, Brazil",15,Fairbanks Alaska Luxury Car Private Tour,After Dark,0.9568
"Manaus, Amazonas, Brazil",16,Hot Springs Aurora Viewing Dream in Alaska,After Dark,0.9566
"Manaus, Amazonas, Brazil",17,Northern Lights and Chena Hot Springs Night Tour from Fairbanks,After Dark,0.9566
"Manaus, Amazonas, Brazil",18,SkyChase™ | Northern Lights Experience - Free Photography & More,After Dark,0.9566
"Manaus, Amazonas, Brazil",19,Spectacular Hot Spring Experience with Northern Lights,After Dark,0.9566
"Manaus, Amazonas, Brazil",20,Northern Lights & Chena Hot Springs Tour,After Dark,0.9565
"Xiamen, Fujian, China",1,"A Secret Romantic Adventure In Krabi – Kayaking, Beach picnic & Forest Hike",Wedding,0.9165
"Xiamen, Fujian, China",2,(4hrs) Siam Aroma Revitalizing & Age-Defying Package+Royal Gold Facial Treatment,Wedding,0.9164
"Xiamen, Fujian, China",3,Astrology for Couples: Explore Relationship Through the Stars,Wedding,0.9162
"Xiamen, Fujian, China",4,Thai Wedding ceremony (Phuket),Wedding,0.9161
"Xiamen, Fujian, China",5,Suuko Synergy Massage 120 Mins (Thai & Aroma Massage Combination Technique),Wedding,0.9161
"Xiamen, Fujian, China",6,Private Hatha Yoga Class in Mahabalipuram,Indoor Activities,0.9103
"Xiamen, Fujian, China",7,"South India By Car & Driver: Tamil Nadu, Kerala and Karnataka !",__unk__,0.9096
"Xiamen, Fujian, China",8,Dining at ORBIT Revolving Restaurant KL Tower with Transfers,Wedding,0.909
"Xiamen, Fujian, China",9,"Samui Boat Charter, Private Half-Day 4 hours Koh Phangan Cruise from Koh Samui.",Outdoor Activities,0.9088
"Xiamen, Fujian, China",10,"Yoga, Pranayama & Meditation in private session with Certified Guru in Bangalore",Indoor Activities,0.9083
"Xiamen, Fujian, China",11,Jet Ski 7 Island Yona Beach Club Party 3 Days 2 Night,Outdoor Activities,0.9078
"Xiamen, Fujian, China",12,PADI Dive Divemaster,Outdoor Activities,0.9077
"Xiamen, Fujian, China",13,Golconda Fort Sound & Light Show - Hyderabad,__unk__,0.907
"Xiamen, Fujian, China",14,Gastronomic Sunset Sail - Exclusive Limited-time Cruise 5-Course,Wedding,0.907
"Xiamen, Fujian, China",15,Royal Albatross - Dog Cruise with 5-Course Seated Dinner,Wedding,0.907
"Xiamen, Fujian, China",16,Hyderabad Airport (HYD) to Hyderabad Round-Trip Transfer,__unk__,0.9069
"Xiamen, Fujian, China",17,Golconda Fort Sound & Light Show With Dinner - Hyderabad,__unk__,0.9068
"Xiamen, Fujian, China",18,Private Transfer Round Trip Downtown to Hyderabad Airport,__unk__,0.9067
"Xiamen, Fujian, China",19,South India Spice Route Motorbike Private Tour,Outdoor Activities,0.9064
"Xiamen, Fujian, China",20,Chennai to Kalahasti Same Day Trip: Hassle-Free Spiritual Journey,__unk__,0.9062
"Kyiv, Ukraine",1,eSIM in India for 1 to 30 Days with 1GB to Unlimited,Tour And Sight Seeing,0.9089
"Kyiv, Ukraine",2,Skip the Line: Guray Museum Admission Ticket,Shows & Concerts,0.9072
"Kyiv, Ukraine",3,"Istanbul Spa, Turkish Bath and Massage Service",Beauty Wellness,0.9059
"Kyiv, Ukraine",4,Istanbul: Historic Sifa Turkish Bath in Sultanahmet Square,Beauty Wellness,0.9059
"Kyiv, Ukraine",5,Gedikpasa Historical Turkish Bath Experience in Istanbul,Beauty Wellness,0.9059
"Kyiv, Ukraine",6,Turkish Bath Spa and Massage Experience in Sisli,Beauty Wellness,0.9059
"Kyiv, Ukraine",7,Turkish Bath Spa and Massage Experience in Taksim,Beauty Wellness,0.9059
"Kyiv, Ukraine",8,Istanbul Hamam experience in Hızırbey Hamamı,Beauty Wellness,0.9059
"Kyiv, Ukraine",9,Istanbul Gedikpasa Historical Turkish Bath with Privacy Option,Beauty Wellness,0.9059
"Kyiv, Ukraine",10,Historical Cemberlitas Hamam in Old City,Beauty Wellness,0.9058
"Kyiv, Ukraine",11,Istanbul Old City: Ottoman Hamam Experience with Foam Massage,Beauty Wellness,0.9058
"Kyiv, Ukraine",12,Traditional Turkish Bath Experience in Istanbul,Beauty Wellness,0.9057
"Kyiv, Ukraine",13,Turkish Hammam Bath Experience,Beauty Wellness,0.9055
"Kyiv, Ukraine",14,Istanbul Turkish Bath and Massage in Old City with Private Option,Beauty Wellness,0.9055
"Kyiv, Ukraine",15,"Istanbul, Luxury Hürrem Hammam - Keyf Treatment",Beauty Wellness,0.9054
"Kyiv, Ukraine",16,Ottoman Royal Hammam Experience in the Old City,Beauty Wellness,0.9054
"Kyiv, Ukraine",17,Istanbul : Historical Turkish Bath Experience in Old City,Beauty Wellness,0.9052
"Kyiv, Ukraine",18,Acemoglu Historical Turkish Bath with Private Options,Beauty Wellness,0.9051
"Kyiv, Ukraine",19,Istanbul Luxury Sultan Hamam: Zevk-i Sefa,Beauty Wellness,0.9049
"Kyiv, Ukraine",20,"Yerevan Card Including Free 30+ Museums, 5+ Tours & Discounts",Shows & Concerts,0.9037
"Beirut, Beirut Governorate, Lebanon",1,New Delhi Street Art Tour in Lodhi Art District,Classes & Workshops,0.8887
"Beirut, Beirut Governorate, Lebanon",2,Heritage Delhi Photography Walk (2 Hours Guided Walking Tour with Rickshaw Ride),Classes & Workshops,0.8887
"Beirut, Beirut Governorate, Lebanon",3,Delhi Street Art Tour,Classes & Workshops,0.888
"Beirut, Beirut Governorate, Lebanon",4,Old Delhi Food-Spice Market-Temples Tour Soon Featured on NETFLIX,Classes & Workshops,0.8878
"Beirut, Beirut Governorate, Lebanon",5,"Old Delhi's food, Temples, Spice Market activity",Classes & Workshops,0.8875
"Beirut, Beirut Governorate, Lebanon",6,Old Delhi Photography & Food Tour with Rickshaw Ride to Masterji Kee Haveli,Classes & Workshops,0.8873
"Beirut, Beirut Governorate, Lebanon",7,Delhi Instagram Photoshoot By Local Professionals,Classes & Workshops,0.887
"Beirut, Beirut Governorate, Lebanon",8,Delhi Street Photography Tour,Classes & Workshops,0.8869
"Beirut, Beirut Governorate, Lebanon",9,Holi Celebration with a Local Family in Delhi,Classes & Workshops,0.8868
"Beirut, Beirut Governorate, Lebanon",10,Bohemian Delhi,Classes & Workshops,0.8867
"Beirut, Beirut Governorate, Lebanon",11,Mural Art Tour,Classes & Workshops,0.8866
"Beirut, Beirut Governorate, Lebanon",12,Delhi Street Art Tour On Private Basis,Classes & Workshops,0.8866
"Beirut, Beirut Governorate, Lebanon",13,Forest Trail Hiking Adventure-Gurgaon by @Aravali.Hikes,Classes & Workshops,0.8866
"Beirut, Beirut Governorate, Lebanon",14,Experience Saree Draping in Delhi - Indian Cultural Outfit,Classes & Workshops,0.8863
"Beirut, Beirut Governorate, Lebanon",15,Half Day Photography Tour in Delhi with Lunch,Classes & Workshops,0.8862
"Beirut, Beirut Governorate, Lebanon",16,Delhi Monuments Photo Tour,Classes & Workshops,0.8861
"Beirut, Beirut Governorate, Lebanon",17,Delhi Wrestling Tour At Private Akhada,Classes & Workshops,0.8861
"Beirut, Beirut Governorate, Lebanon",18,Heritage walking at old Delhi,Classes & Workshops,0.8857
"Beirut, Beirut Governorate, Lebanon",19,Great Indian Wedding Experience,Classes & Workshops,0.8857
"Beirut, Beirut Governorate, Lebanon",20,Delhi Full Day Shopping Tour,Classes & Workshops,0.8856
"Mykonos, South Aegean, Greece",1,Exclusive Mykonos Chauffeur Services,Transport,0.9184
"Mykonos, South Aegean, Greece",2,Mykonos Car with Driver at Disposal 12 Hours,Transport,0.918
"Mykonos, South Aegean, Greece",3,Kusadasi Turkish Bath and Massage at Charisma Hotel,Cruises & Sailing,0.9179
"Mykonos, South Aegean, Greece",4,Mykonos boat tour from Cruise Terminal-Small Group (new product),Transport,0.9178
"Mykonos, South Aegean, Greece",5,MYKONOS chauffeurs,Transport,0.9171
"Mykonos, South Aegean, Greece",6,Private Mykonos Driver (Half day or Full day option),Transport,0.917
"Mykonos, South Aegean, Greece",7,Private Transfer from Izmir Airport to Kusadasi,Cruises & Sailing,0.9169
"Mykonos, South Aegean, Greece",8,Unforgettable Mykonos Small Group Shore Trip for Cruise Ships,Transport,0.9166
"Mykonos, South Aegean, Greece",9,Wyndham Loutraki Poseidon Resort Private Transfer,Transport,0.9165
"Mykonos, South Aegean, Greece",10,Mykonos Cruise Ship Stop: Tour with a Local Guide - Port Pick Up,Transport,0.9163
"Mykonos, South Aegean, Greece",11,The Best Mykonos Small-Group Shore Excursion for Cruise Ships,Transport,0.9163
"Mykonos, South Aegean, Greece",12,Mykonos Shore Excursion with Pickup from Cruise Ship Terminal,Transport,0.9163
"Mykonos, South Aegean, Greece",13,8 Hour Private tour in Athens and Sounion,Transport,0.9163
"Mykonos, South Aegean, Greece",14,Mykonos Small Group Beach Transfer & Town Free Time - Port Pickup,Transport,0.9162
"Mykonos, South Aegean, Greece",15,Paros Highlights Shore Excursion for Cruise Ship Passengers,Transport,0.9159
"Mykonos, South Aegean, Greece",16,Ferry Transfer Between Athens and Milos Island,Transport,0.9159
"Mykonos, South Aegean, Greece",17,Kyllini Port Transfer,Transport,0.9159
"Mykonos, South Aegean, Greece",18,Antalya Tahtalı Summit Tandem Paragliding with Cable Car Transfer,Cruises & Sailing,0.9159
"Mykonos, South Aegean, Greece",19,Half-Day Private Transfer Service in Athens,Transport,0.9159
"Mykonos, South Aegean, Greece",20,Delphi Full Day Private Tour from Athens,Transport,0.9159
"Denver, Colorado, United States of America",1,Stargazing and Ghost Stories at Rocky Mountain National Park,__unk__,0.9894
"Denver, Colorado, United States of America",2,Activity to Open Air Adventure Park.,__unk__,0.9894
"Denver, Colorado, United States of America",3,4 passenger UTV ride on mountain trail in Estes Park,__unk__,0.9893
"Denver, Colorado, United States of America",4,ATV (quad) ride on a beautiful and fun Rocky Mountain trail,__unk__,0.9893
